order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-100225,2026-01-19,West,Surat,Face Wash Combo,Beauty,1,451,451,CUST-25397,App
UK-2026-100164,2026-01-08,South,Cochin,Bluetooth Speaker Mini,Electronics,2,1520,3040,CUST-15014,App
UK-2026-102622,2026-04-03,South,Hyderabad,Cotton Kurta Set,Fashion,2,1243,2486,CUST-53979,Website
UK-2026-102303,2026-04-16,North,Gurugram,Yoga Mat Pro,Sports,1,1141,1141,CUST-77335,Marketplace
UK-2026-102904,2026-04-14,North,Noida,Cotton Kurta Set,Fashion,1,1340,1340,CUST-98509,Website
UK-2026-103067,2026-04-30,West,Ahmedabad,Adjustable Dumbbells 15kg,Sports,1,5061,5061,CUST-53313,Website
UK-2026-102955,2026-04-05,South,Chennai,Sunscreen SPF50,Beauty,2,531,1062,CUST-94997,Website
UK-2026-100309,2026-01-13,,Guwahati,Cycling Helmet,Sports,1,1677,1677,CUST-62674,Marketplace
UK-2026-100983,2026-02-24,West,Surat,Robot Vacuum R7,Home & Kitchen,1,19678,19678,CUST-78168,App
UK-2026-102812,"Apr 30, 2026",South,Chennai,Robot Vacuum R7,Home & Kitchen,4,18617,74468,CUST-87090,Website
UK-2026-102064,2026-03-28,North,Chandigarh,Electric Kettle 1.5L,Home & Kitchen,1,1076,1076,CUST-26579,Website
UK-2026-100849,2026-02-04,South,Kochi,Ultrabook Air 14,Electronics,3,30991,92973,CUST-15445,Website
UK-2026-103578,2026-05-09,West,Surat,Wireless Earbuds Pro,Electronics,2,2957,5914,CUST-24099,Marketplace
UK-2026-100139,2026-01-22,East,Bhubaneswar,Eau de Parfum 100ml   ,Beauty,1,1991,1991,CUST-13841,Website
UK-2026-100918,2026-02-24,Central,Indore,Air Fryer 5L,Home & Kitchen,-2,5296,5296,CUST-12653,App
UK-2026-102533,16/04/2026,South,Kochi,Cotton Bedsheet Set,Home & Kitchen,1,1375,1375,CUST-66483,Website
UK-2026-101406,2026-02-17,West,Mumbai,Denim Jacket,Fashion,1,2224,2224,CUST-89773,App
UK-2026-104604,2026-06-17,South,Chennai,Bluetooth Speaker Mini,Electronics,1,1457,1457,CUST-97834,Website
UK-2026-104030,2026-06-30,South,Hyderabad,Slim Fit Jeans,Fashion,1,1627,1627,CUST-32646,Website
UK-2026-103592,14/05/2026,West,Mumbai,Denim Jacket,Fashion,1,2242,2242,CUST-12095,Website
UK-2026-100581,"Jan 13, 2026",Central,Bhopal,Running Sneakers,Fashion,1,2754,2754,CUST-54229,Marketplace
UK-2026-102404,2026-04-17,West,Mumbai,Leather Wallet,Fashion,1,911,911,CUST-59841,Website
UK-2026-100913,2026-02-03,Central,Nagpur,Dinner Set 24pc,Home & Kitchen,1,2444,2444,CUST-69993,Website
UK-2026-101577,2026-03-15,South,Hyderabad,Smart Watch X2,Electronics,1,4420,4420,CUST-58481,Marketplace
UK-2026-103234,2026-05-04,Central,Indore,Denim Jacket,Fashion,4,2197,8788,CUST-33551,App
UK-2026-102334,2026-04-16,West,Ahmedabad,Robot Vacuum R7,Home & Kitchen,1,18921,18921,CUST-70194,App
UK-2026-100220,2026-01-31,Central,Raipur,Non-Stick Cookware Set,Home & Kitchen,1,2972,2972,CUST-78830,App
UK-2026-102750,2026-04-29,North,Noida,Yoga Mat Pro,Sports,1,1238,1238,CUST-45487,Website
UK-2026-104274,2026-06-30,North,Noida,Gym Gloves,Sports,3,482,1446,CUST-17117,App
UK-2026-102440,2026-04-24,East,Patna,Cotton Kurta Set,Fashion,1,1282,1282,CUST-78928,Website
UK-2026-100967,2026-02-11,North,Delhi,Cricket Bat English Willow,Sports,1,8715,8715,CUST-25308,Marketplace
UK-2026-104795,2026-06-17,West,Mumbai,Ionic Hair Dryer,Beauty,2,1843,3686,CUST-18764,Website
UK-2026-101269,2026-02-20,West,Pune,Eau de Parfum 100ml,Beauty,1,2067,,CUST-24394,App
UK-2026-102624,2026-04-13,North,Chandigarh,Electric Kettle 1.5L,Home & Kitchen,2,1066,2132,CUST-79358,Website
UK-2026-103700,2026-05-23,West,Pune,Ethnic Dupatta,Fashion,1,480,480,CUST-70941,Website
UK-2026-102405,2026-04-19,South,Hyderabad,Ionic Hair Dryer,Beauty,4,1979,7916,CUST-55593,Website
UK-2026-100851,2026-02-07,South,Hyderabad,Sunscreen SPF50,Beauty,1,532,532,CUST-35640,App
UK-2026-103395,2026-05-13,South,Kochi,Yoga Mat Pro,Sports,1,1234,1234,CUST-96423,App
UK-2026-103355,2026-05-05,West,Ahmedabad,Bluetooth Speaker Mini,Electronics,2,1529,3058,CUST-52771,Marketplace
UK-2026-100562,"Jan 6, 2026",North,Chandigarh,43-inch Smart TV,Electronics,1,26601,26601,CUST-85700,Marketplace
UK-2026-104504,2026-06-29,East,Kolkata,Robot Vacuum R7,Home & Kitchen,1,18982,18982,CUST-30240,Website
UK-2026-101076,2026-02-15,West,Pune,Ultrabook Air 14,Electronics,1,31483,31483,CUST-34716,Website
UK-2026-103523,2026-05-05,West,Pune,Electric Kettle 1.5L,Home & Kitchen,2,1125,2250,CUST-89486,App
UK-2026-100624,2026-01-27,West,Ahmedabad,Silk Saree,Fashion,1,3416,3416,CUST-82354,App
UK-2026-102460,2026-04-22,South,Bengaluru,Slim Fit Jeans,Fashion,1,1588,1588,CUST-84565,Website
UK-2026-103004,2026-04-24,North,Noida,Badminton Racket Set,Sports,1,2394,2394,CUST-68212,App
UK-2026-102263,2026-04-22,West,Surat,Badminton Racket Set,Sports,1,2621,2621,CUST-32859,App
UK-2026-103974,2026-05-16,South,Bengaluru,Non-Stick Cookware Set,Home & Kitchen,2,2795,5590,CUST-96920,App
UK-2026-104883,2026-06-21,West,Ahmedabad,Slim Fit Jeans,Fashion,1,1545,1545,CUST-12218,App
UK-2026-103329,2026-05-04,Central,Raipur,Non-Stick Cookware Set,Home & Kitchen,2,2908,5816,CUST-56458,App
UK-2026-103758,2026-05-29,Central,Indore,Mixer Grinder 750W,Home & Kitchen,1,3218,,CUST-27318,App
UK-2026-100460,2026-01-14,South,Kochi,Ionic Hair Dryer,Beauty,2,1839,3678,CUST-49028,App
UK-2026-103053,2026-04-14,North,Gurugram,Noise-Cancelling Headphones,Electronics,1,8696,8696,CUST-33944,Website
UK-2026-101336,2026-02-11,North,Noida,Vitamin C Serum,Beauty,1,686,686,CUST-87416,Marketplace
UK-2026-101980,2026-03-08,South,Bengaluru,Matte Lipstick Set,Beauty,2,887,1774,CUST-63388,Marketplace
UK-2026-103084,2026-04-01,North,Noida,Noise-Cancelling Headphones,Electronics,2,9177,18354,CUST-77809,Marketplace
UK-2026-101426,2026-02-09,West,Pune,Running Sneakers,Fashion,2,2909,5818,CUST-93205,App
UK-2026-104718,2026-06-09,West,Surat,43-inch Smart TV,Electronics,1,25440,25440,CUST-28912,App
UK-2026-101420,2026-02-22,South,Hyderabad,Ethnic Dupatta,Fashion,2,498,996,CUST-47939,Website
UK-2026-104128,2026-06-17,East,Guwahati,Ethnic Dupatta,Fashion,2,498,996,CUST-76039,Website
UK-2026-103474,2026-05-31,South,Chennai,Ultrabook Air 14,Electronics,1,28708,28708,CUST-81087,Marketplace
UK-2026-104804,2026-06-07,West,Mumbai,Dinner Set 24pc,Home & Kitchen,1,2510,2510,CUST-59841,Marketplace
UK-2026-101254,2026-02-09,Central,Raipur,Gym Gloves,Sports,1,476,476,CUST-27318,Marketplace
UK-2026-101290,2026-02-10,South,Bengaluru,Foldable Treadmill T2,Sports,1,25753,25753,CUST-31076,App
UK-2026-102808,2026-04-09,West,Mumbai,Power Bank 20000mAh,Electronics,2,1734,3468,CUST-42403,Website
UK-2026-103713,2026-05-07,Central,Bhopal,Matte Lipstick Set,Beauty,1,924,924,CUST-56165,App
UK-2026-104583,2026-06-20,South,Kochi,Non-Stick Cookware Set,Home & Kitchen,3,2993,8979,CUST-98159,App
UK-2026-103162,2026-05-01,South,Chennai,Vitamin C Serum,Beauty,1,723,723,CUST-68212,Marketplace
UK-2026-100998,2026-02-12,North,Delhi,Ethnic Dupatta,Fashion,1,499,499,CUST-41836,App
UK-2026-101953,2026-03-04,West,Ahmedabad,Cricket Bat English Willow,Sports,1,8735,8735,CUST-88763,App
UK-2026-103365,2026-05-13,Central,Nagpur,Mixer Grinder 750W,Home & Kitchen,2,3352,6704,CUST-55817,App
UK-2026-101107,2026-02-10,North,Gurugram,Badminton Racket Set,Sports,1,2535,2535,CUST-54379,App
UK-2026-100915,2026-02-05,West,Mumbai,Ultrabook Air 14,Electronics,1,30494,30494,CUST-33327,App
UK-2026-103664,2026-05-03,North,Chandigarh,Denim Jacket,Fashion,1,2205,"2,205.00",CUST-69982,Marketplace
UK-2026-101443,2026-02-11,South,Bengaluru,Ultrabook Air 14,Electronics,1,30160,30160,CUST-65935,Marketplace
UK-2026-101203,2026-02-12,South,Hyderabad,43-inch Smart TV,Electronics,1,25607,25607,CUST-47812,App
UK-2026-101582,2026-03-05,South,Hyderabad,43-inch Smart TV,Electronics,,25100,25100,CUST-22432,Marketplace
UK-2026-103891,2026-05-06,Central,Nagpur,Sunscreen SPF50,Beauty,1,536,536,CUST-37608,Website
UK-2026-100018,2026-01-18,East,Bhubaneswar,Bluetooth Speaker Mini,Electronics,2,1538,3076,CUST-62056,App
UK-2026-103889,2026-05-10,,Patna,Ionic Hair Dryer,Beauty,1,1943,1943,CUST-97805,App
UK-2026-102983,2026-04-16,North,Delhi,Silk Saree,Fashion,1,3571,3571,CUST-39399,Website
UK-2026-101450,2026-02-14,South,Bengaluru,Ethnic Dupatta,Fashion,2,517,1034,CUST-66530,Website
UK-2026-104053,2026-06-04,North,Noida,Dinner Set 24pc,Home & Kitchen,1,2542,2542,CUST-35978,Website
UK-2026-101260,2026-02-27,West,Pune,Vitamin C Serum,Beauty,1,722,722,CUST-20635,Marketplace
UK-2026-103598,2026-05-11,South,Chennai,Smart Watch X2,Electronics,1,4363,4363,CUST-87641,App
UK-2026-100311,2026-01-17,West,Ahmedabad,Formal Shirt,Fashion,1,1117,1117,CUST-88965,App
UK-2026-100660,2026-01-12,North,Chandigarh,Cotton Bedsheet Set,Home & Kitchen,1,1370,1370,CUST-90261,App
UK-2026-102843,2026-04-27,South,Chennai,Power Bank 20000mAh,Electronics,1,1743,1743,CUST-73490,Marketplace
UK-2026-104972,2026-06-25,West,AHMEDABAD,Beard Grooming Kit,Beauty,1,1026,1026,CUST-81385,Marketplace
UK-2026-104852,2026-06-10,West,Pune,Mirrorless Camera Lite,Electronics,1,28778,28778,CUST-96423,App
UK-2026-104665,2026-06-06,North,Noida,Running Sneakers,Fashion,1,2778,2778,CUST-12937,Website
UK-2026-103197,2026-05-31,South,Hyderabad,Cricket Bat English Willow,Sports,1,8889,8889,CUST-75876,Marketplace
UK-2026-102603,2026-04-23,West,Ahmedabad,Modern Wall Clock,Home & Kitchen,1,809,809,CUST-86005,Website
UK-2026-103376,2026-05-21,South,Kochi,43-inch Smart TV,Electronics,1,26854,26854,CUST-68354,Marketplace
UK-2026-103884,2026-05-31,North,Gurugram,Noise-Cancelling Headphones,Electronics,2,9189,18378,CUST-30205,App
UK-2026-104428,2026-06-01,South,Hyderabad,Robot Vacuum R7,Home & Kitchen,1,18320,18320,CUST-73997,App
UK-2026-102361,2026-04-01,North,Delhi,Slim Fit Jeans,Fashion,1,1605,1605,CUST-73578,App
UK-2026-100343,2026-01-19,South,Kochi,Cotton Bedsheet Set,Home & Kitchen,2,1397,2794,CUST-44201,App
UK-2026-102752,2026-04-15,West,Surat,Slim Fit Jeans,Fashion,1,1585,1585,CUST-57448,Website
UK-2026-101001,2026-02-21,East,Patna,Air Fryer 5L,Home & Kitchen,1,5713,5713,CUST-94877,Website
UK-2026-102532,2026-04-28,North,Noida,Non-Stick Cookware Set,Home & Kitchen,1,3022,3022,CUST-11802,App
UK-2026-101090,2026-02-17,North,Delhi,Dinner Set 24pc,Home & Kitchen,1,2585,2585,CUST-66310,App
UK-2026-101847,2026-03-04,East,Guwahati,43-inch Smart TV,Electronics,1,25333,25333,CUST-41346,Marketplace
UK-2026-100834,2026-02-13,West,Surat,Yoga Mat Pro,Sports,1,1227,1227,CUST-45336,Website
UK-2026-104850,2026-06-21,West,Pune,Makeup Brush Set,Beauty,2,1235,2470,CUST-91064,App
UK-2026-101967,2026-03-21,North,Gurugram,Ultrabook Air 14,Electronics,1,30758,30758,CUST-83505,Marketplace
UK-2026-104983,2026-06-09,Central,Bhopal,Makeup Brush Set,Beauty,1,1246,1246,CUST-34505,App
UK-2026-101606,2026-03-18,North,Delhi,Non-Stick Cookware Set,Home & Kitchen,1,2955,2955,CUST-11548,Marketplace
UK-2026-102053,2026-03-12,West,Ahmedabad,Power Bank 20000mAh,Electronics,1,1805,1805,CUST-39700,Marketplace
UK-2026-104340,2026-06-15,East,Guwahati,Badminton Racket Set,Sports,1,2607,2607,CUST-35379,App
UK-2026-103208,2026-05-08,South,Hyderabad,Face Wash Combo,Beauty,2,428,856,CUST-99563,App
UK-2026-101786,2026-03-31,West,Ahmedabad,Electric Kettle 1.5L,Home & Kitchen,2,1100,2200,CUST-29075,App
UK-2026-100389,2026-01-24,East,Bhubaneswar,Wireless Earbuds Pro,Electronics,-1,3018,3018,CUST-90252,App
UK-2026-101637,2026-03-02,South,Kochi,Eau de Parfum 100ml,Beauty,1,2059,2059,CUST-95761,Marketplace
UK-2026-101311,2026-02-28,West,Surat,Sunscreen SPF50,Beauty,1,547,547,CUST-15713,Marketplace
UK-2026-103622,2026-05-12,South,Bengaluru,Makeup Brush Set,Beauty,2,1310,2620,CUST-19672,App
UK-2026-104321,2026-06-01,Central,Bhopal,Badminton Racket Set,Sports,1,2606,2606,CUST-29445,Website
UK-2026-101161,2026-02-24,North,Gurugram,Ethnic Dupatta,Fashion,-2,499,998,CUST-60570,Website
UK-2026-103633,2026-05-08,East,Bhubaneswar,Ultrabook Air 14   ,Electronics,1,30756,30756,CUST-49579,Website
UK-2026-102706,2026-04-27,West,Mumbai,Football Size 5,Sports,2,928,1856,CUST-63503,App
UK-2026-101736,2026-03-22,West,Pune,Noise-Cancelling Headphones,Electronics,1,9434,9434,CUST-73578,Website
UK-2026-102344,2026-04-03,West,Surat,Denim Jacket,Fashion,1,2181,2181,CUST-45867,App
UK-2026-101498,2026-03-17,Central,Indore,Denim Jacket,Fashion,1,2259,2259,CUST-98296,App
UK-2026-104289,2026-06-19,East,Patna,Noise-Cancelling Headphones,Electronics,3,9011,27033,CUST-76955,Website
UK-2026-103576,2026-05-25,North,Chandigarh,Football Size 5,Sports,1,884,884,CUST-86409,Marketplace
UK-2026-103770,2026-05-01,East,Bhubaneswar,Beard Grooming Kit,Beauty,2,974,1948,CUST-42740,App
UK-2026-100881,2026-02-15,North,GGN,Ethnic Dupatta,Fashion,1,475,475,CUST-54564,App
UK-2026-102221,2026-03-21,Central,Indore,Electric Kettle 1.5L,Home & Kitchen,1,1147,1147,CUST-36845,Website
UK-2026-104341,2026-06-21,West,Mumbai,Electric Kettle 1.5L,Home & Kitchen,3,1063,3189,CUST-28340,Website
UK-2026-104392,2026-06-02,Central,Indore   ,Mirrorless Camera Lite,Electronics,1,28245,28245,CUST-51962,App
UK-2026-100653,2026-01-22,North,Chandigarh,Mixer Grinder 750W,Home & Kitchen,1,3396,3396,CUST-86752,Website
UK-2026-103546,2026-05-04,West,SURAT,Cotton Bedsheet Set,Home & Kitchen,1,1375,1375,CUST-18534,Marketplace
UK-2026-100091,2026-01-11,South,Kochi,Foldable Treadmill T2,Sports,4,24791,99164,CUST-87090,Marketplace
UK-2026-104020,2026-05-12,West,Mumbai,Modern Wall Clock,Home & Kitchen,3,803,2409,CUST-75512,Marketplace
UK-2026-102373,2026-04-10,Central,Indore,Football Size 5,Sports,1,907,907.00,CUST-46390,App
UK-2026-104893,2026-06-08,South,Kochi,Cotton Kurta Set,Fashion,1,1269,1269,CUST-47235,Website
UK-2026-102887,2026-04-04,East,Kolkata,Leather Wallet,Fashion,1,895,895,CUST-25514,Website
UK-2026-100158,2026-01-06,North,Delhi,Foldable Treadmill T2,Sports,1,24027,24027,CUST-99062,App
UK-2026-102696,2026-04-25,Central,Bhopal,Beard Grooming Kit,Beauty,2,1040,2080,CUST-16959,Website
UK-2026-101791,2026-03-28,East,Guwahati,Face Wash Combo,Beauty,3,452,1356,CUST-88525,App
UK-2026-101780,2026-03-08,North,Chandigarh,Ultrabook Air 14,Electronics,1,28833,28833,CUST-47701,Marketplace
UK-2026-103788,2026-05-07,West,Mumbai,Noise-Cancelling Headphones,Electronics,1,9161,9161,CUST-97534,Website
UK-2026-103063,2026-04-26,East,Bhubaneswar,Air Fryer 5L,Home & Kitchen,1,5475,5475,CUST-85132,App
UK-2026-102087,2026-03-13,Central,Indore,Formal Shirt,Fashion,1,1110,1110,CUST-19340,App
UK-2026-103505,2026-05-19,North,Noida,Slim Fit Jeans,Fashion,1,1560,1560,CUST-14093,App
UK-2026-100633,2026-01-18,West,Ahmedabad,Air Fryer 5L,Home & Kitchen,1,5325,5325,CUST-89741,Website
UK-2026-100692,2026-01-10,South,Hyderabad,Mirrorless Camera Lite,Electronics,2,28813,57626,CUST-25440,App
UK-2026-100049,2026-01-22,East,Patna,Matte Lipstick Set,Beauty,1,943,943,CUST-18807,App
UK-2026-100988,2026-02-26,Central,Bhopal,Mixer Grinder 750W,Home & Kitchen,3,3249,9747,CUST-78911,Marketplace
UK-2026-102951,2026-04-23,North,Delhi,Beard Grooming Kit,Beauty,2,1020,2040,CUST-93989,App
UK-2026-104703,2026-06-26,North,Chandigarh,Ionic Hair Dryer,Beauty,1,1834,,CUST-49028,App
UK-2026-101087,2026-02-11,South,Hyderabad,Air Fryer 5L,Home & Kitchen,2,5580,11160,CUST-80225,Website
UK-2026-100105,2026-01-07,South,Chennai,Cotton Kurta Set,Fashion,2,1301,2602,CUST-26674,App
UK-2026-100572,2026-01-04,East,Patna,Matte Lipstick Set,Beauty,1,913,913,CUST-76166,App
UK-2026-102000,2026-03-12,North,Delhi,Ultrabook Air 14,Electronics,1,30542,30542,CUST-66591,Marketplace
UK-2026-104897,2026-06-17,West,Pune,Leather Wallet,Fashion,1,901,901,CUST-55532,App
UK-2026-102091,2026-03-24,Central,Raipur,Running Sneakers,Fashion,1,2873,2873,CUST-30044,Website
UK-2026-100732,27-02-26,East,Kolkata,Ionic Hair Dryer,Beauty,1,1966,1966,CUST-17523,App
UK-2026-102912,2026-04-25,North,Gurugram,Formal Shirt,Fashion,2,1092,2184,CUST-93151,App
UK-2026-101429,2026-02-15,South,Hyderabad,Ultrabook Air 14,Electronics,1,31040,31040,CUST-54379,App
UK-2026-102073,2026-03-22,Central,Raipur,Leather Wallet,Fashion,1,863,863,CUST-47914,Website
UK-2026-101705,2026-03-14,South,Hyderabad,Denim Jacket,Fashion,2,2239,4478,CUST-33502,App
UK-2026-100746,"Feb 24, 2026",North,Delhi,Power Bank 20000mAh,Electronics,1,1869,1869,CUST-53453,Marketplace
UK-2026-102851,2026-04-22,West,Ahmedabad,Smart Watch X2,Electronics,2,4683,9366,CUST-16920,App
UK-2026-100189,2026-01-07,South,Hyderabad,Robot Vacuum R7,Home & Kitchen,,19365,19365,CUST-13809,Marketplace
UK-2026-101838,2026-03-18,South,Bengaluru,Ionic Hair Dryer,Beauty,2,1844,3688,CUST-97210,App
UK-2026-104387,2026-06-30,North,Delhi,Air Fryer 5L,Home & Kitchen,1,5678,5678,CUST-36312,Marketplace
UK-2026-101333,2026-02-24,West,Mumbai,Formal Shirt,Fashion,1,1149,1149,CUST-11959,Website
UK-2026-101584,2026-03-04,North,Noida,Ultrabook Air 14,Electronics,1,29926,29926,CUST-58652,App
UK-2026-102553,2026-04-18,Central,Raipur,Air Fryer 5L,Home & Kitchen,1,5519,5519,CUST-61128,App
UK-2026-104755,2026-06-10,South,Bengaluru,Leather Wallet,Fashion,1,942,942,CUST-84238,Website
UK-2026-102187,2026-03-02,South,Bengaluru,Bluetooth Speaker Mini,Electronics,1,1473,1473,CUST-65788,App
UK-2026-100092,2026-01-05,South,Chennai,Running Sneakers,Fashion,2,2665,5330,CUST-69164,App
UK-2026-104846,2026-06-30,North,Noida,Non-Stick Cookware Set,Home & Kitchen,2,3026,6052,CUST-84349,App
UK-2026-101478,2026-03-20,Central,Indore,Foldable Treadmill T2,Sports,1,23929,23929,CUST-30051,Website
UK-2026-100879,2026-02-22,West,Mumbai,Bluetooth Speaker Mini,Electronics,1,1445,"₹1,445",CUST-60156,App
UK-2026-103669,2026-05-16,Central,Raipur,Cotton Kurta Set,Fashion,1,1358,1358,CUST-56720,App
UK-2026-104519,13/06/2026,South,Bengaluru,Mirrorless Camera Lite,Electronics,1,28865,28865,CUST-47496,Marketplace
UK-2026-104907,2026-06-04,Central,Nagpur,Denim Jacket,Fashion,1,2140,2140,CUST-59140,Website
UK-2026-104790,2026-06-07,South,Chennai,Yoga Mat Pro,Sports,1,1251,1251,CUST-73957,Website
UK-2026-103923,2026-05-20,West,Ahmedabad,43-inch Smart TV,Electronics,1,27204,27204,CUST-30888,Marketplace
UK-2026-100211,2026-01-29,South,Hyderabad,Formal Shirt,Fashion,2,1093,2186,CUST-44751,Website
UK-2026-102382,2026-04-22,South,Hyderabad,Mixer Grinder 750W,Home & Kitchen,2,3440,6880,CUST-36117,App
UK-2026-100919,2026-02-03,North,Chandigarh,Makeup Brush Set,Beauty,4,1358,5432,CUST-22111,App
UK-2026-103943,2026-05-03,North,Gurugram,Denim Jacket,Fashion,1,2294,2294,CUST-89699,Website
UK-2026-100788,2026-02-05,North,Delhi,Electric Kettle 1.5L,Home & Kitchen,1,1067,1067,CUST-81552,Website
UK-2026-102832,2026-04-16,South,Hyderabad,Mirrorless Camera Lite,Electronics,1,27947,27947,CUST-16841,Website
UK-2026-104684,2026-06-20,North,GGN,Ultrabook Air 14,Electronics,3,30655,91965,CUST-75635,Marketplace
UK-2026-102264,2026-04-21,West,Ahmedabad,Air Fryer 5L,Home & Kitchen,2,5360,10720,CUST-57173,App
UK-2026-104653,2026-06-23,South,Kochi,Air Fryer 5L,Home & Kitchen,1,5516,5516,CUST-36312,App
UK-2026-100504,2026-01-20,North,Gurugram,Wireless Earbuds Pro,Electronics,1,2857,2857,CUST-70401,App
UK-2026-104627,2026-06-07,Central,Raipur,Cotton Kurta Set,Fashion,-1,1342,1342,CUST-98512,App
UK-2026-102850,2026-04-05,North,Delhi,Smart Watch X2,Electronics,2,4421,"8,842.00",CUST-16977,App
UK-2026-101411,2026-02-20,East,Kolkata,Power Bank 20000mAh,Electronics,1,1754,1754,CUST-32247,App
UK-2026-100743,2026-02-25,South,BLR,Football Size 5,Sports,2,909,1818,CUST-93277,App
UK-2026-103830,2026-05-29,Central,Nagpur,Beard Grooming Kit,Beauty,1,978,978,CUST-56949,Website
UK-2026-101923,2026-03-14,North,Chandigarh,Dinner Set 24pc,Home & Kitchen,1,2384,2384,CUST-50655,Website
UK-2026-104051,2026-06-10,West,Surat,43-inch Smart TV,Electronics,2,26458,52916,CUST-54934,Marketplace
UK-2026-102942,2026-04-23,West,Pune,Noise-Cancelling Headphones,Electronics,3,8569,25707,CUST-92580,Marketplace
UK-2026-100717,2026-01-07,South,Hyderabad,Cycling Helmet,Sports,1,1595,1595,CUST-43743,App
UK-2026-104617,2026-06-12,South,Chennai,Foldable Treadmill T2,Sports,1,24690,"24,690.00",CUST-28375,App
UK-2026-104699,2026-06-11,Central,Raipur,Bluetooth Speaker Mini,Electronics,1,1533,1533,CUST-74632,App
UK-2026-104137,2026-06-10,West,Ahmedabad,Cotton Kurta Set,Fashion,2,1236,2472,CUST-59534,Website
UK-2026-104310,2026-06-19,North,Gurugram,yoga mat pro,Sports,1,1169,1169,CUST-77205,App
UK-2026-102301,2026-04-12,North,Delhi,Modern Wall Clock,Home & Kitchen,1,809,809,CUST-51509,Marketplace
UK-2026-100642,2026-01-16,South,Bengaluru,Non-Stick Cookware Set,Home & Kitchen,1,3014,3014,CUST-84254,Website
UK-2026-103087,2026-04-01,West,Ahmedabad,Cotton Bedsheet Set,Home & Kitchen,1,1435,1435,CUST-20391,Website
UK-2026-102527,2026-04-24,East,Guwahati,Power Bank 20000mAh,Electronics,1,1766,1766,CUST-59109,Website
UK-2026-102580,2026-04-20,South,Kochi,Matte Lipstick Set,Beauty,3,938,"₹2,814",CUST-12613,Website
UK-2026-101492,2026-03-08,East,patna,Electric Kettle 1.5L,Home & Kitchen,2,1052,2104,CUST-76866,App
UK-2026-102768,2026-04-21,West,Ahmedabad,Power Bank 20000mAh,Electronics,1,1788,1788,CUST-37572,Marketplace
UK-2026-104987,2026-06-28,,Chandigarh,Badminton Racket Set,Sports,2,2411,4822,CUST-70726,App
UK-2026-104668,2026-06-15,South,Bengaluru,Slim Fit Jeans,Fashion,1,1556,1556,CUST-37286,App
UK-2026-102320,2026-04-09,Central,Nagpur,Cycling Helmet,Sports,1,1560,,CUST-39884,Website
UK-2026-102709,2026-04-25,South,Bengaluru,Football Size 5,Sports,1,925,925,CUST-98015,Website
UK-2026-102658,2026-04-06,East,Bhubaneswar,Formal Shirt,Fashion,1,1129,1129,CUST-46354,App
UK-2026-104955,2026-06-18,,Hyderabad,Bluetooth Speaker Mini,Electronics,1,1507,1507,CUST-90312,Marketplace
UK-2026-100526,2026-01-01,South,Hyderabad,Slim Fit Jeans,Fashion,1,1585,1585,CUST-21527,App
UK-2026-104562,2026-06-19,South,Bengaluru,Bluetooth Speaker Mini,Electronics,1,1430,1430,CUST-99685,App
UK-2026-101936,"Mar 21, 2026",Central,Raipur,Mirrorless Camera Lite,Electronics,1,30399,30399,CUST-74357,Marketplace
UK-2026-104669,2026-06-01,West,Surat,Noise-Cancelling Headphones,Electronics,1,9332,9332,CUST-66156,Website
UK-2026-102011,2026-03-04,North,  Chandigarh,Adjustable Dumbbells 15kg,Sports,2,5144,10288,CUST-37736,Marketplace
UK-2026-104117,2026-06-26,South,Hyderabad,Smart Watch X2,Electronics,1,4508,4508,CUST-39853,Marketplace
UK-2026-104730,2026-06-15,West,Ahmedabad,Modern Wall Clock,Home & Kitchen,1,764,764,CUST-98015,Website
UK-2026-102780,2026-04-14,East,Guwahati,Air Fryer 5L,Home & Kitchen,1,5262,5262,CUST-66904,Website
UK-2026-104811,2026-06-24,Central,Indore,Running Sneakers,Fashion,2,2807,5614,CUST-78282,App
UK-2026-102671,2026-04-08,,Noida,Wireless Earbuds Pro,Electronics,4,2930,11720,CUST-11802,Website
UK-2026-100725,15-02-26,West,Ahmedabad,Mixer Grinder 750W,Home & Kitchen,1,3305,3305,CUST-87292,Marketplace
UK-2026-101453,2026-03-15,East,Bhubaneswar,Foldable Treadmill T2,Sports,4,25859,103436,CUST-77094,App
UK-2026-104365,2026-06-15,Central,Nagpur,Bluetooth Speaker Mini,Electronics,1,1516,1516,CUST-88550,Marketplace
UK-2026-100614,"Jan 22, 2026",West,Surat,Vitamin C Serum,Beauty,1,725,725,CUST-49829,Website
UK-2026-101454,2026-03-07,North,Chandigarh,Matte Lipstick Set,Beauty,1,940,940,CUST-30414,Website
UK-2026-104788,2026-06-30,South,Bengaluru,CYCLING HELMET,Sports,1,1650,1650,CUST-95270,Website
UK-2026-102567,2026-04-19,North,Gurugram,Power Bank 20000mAh,Electronics,1,1786,1786,CUST-28647,App
UK-2026-100893,2026-02-14,Central,Nagpur,Power Bank 20000mAh,Electronics,1,1846,1846,CUST-42321,Website
UK-2026-103859,2026-05-28,South,Bengaluru,Leather Wallet,Fashion,1,941,941,CUST-56165,App
UK-2026-103626,2026-05-17,East,Patna,Robot Vacuum R7,Home & Kitchen,1,18230,18230,CUST-73737,App
